flight_date,flight_status,departure,arrival,airline,flight,aircraft,live
2025-05-03,landed,"{'airport': 'Badu Island', 'timezone': 'Australia/Brisbane', 'iata': 'BDD', 'icao': 'YBAU', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-05-03T14:05:00+00:00', 'estimated': '2025-05-03T14:05:00+00:00', 'actual': '2025-05-01T13:49:00+00:00', 'estimated_runway': '2025-05-01T13:49:00+00:00', 'actual_runway': '2025-05-01T13:49:00+00:00'}","{'airport': 'Horn Island', 'timezone': 'Australia/Brisbane', 'iata': 'HID', 'icao': 'YHID', 'terminal': '2', 'gate': None, 'baggage': None, 'scheduled': '2025-05-01T14:18:00+00:00', 'delay': None, 'estimated': None, 'actual': '2025-05-01T14:01:00+00:00', 'estimated_runway': '2025-05-01T14:01:00+00:00', 'actual_runway': '2025-05-01T14:01:00+00:00'}","{'name': 'Hinterland Aviation', 'iata': 'OI', 'icao': 'HND'}","{'number': '424', 'iata': 'OI424', 'icao': 'HND424', 'codeshared': None}",,
2025-05-02,scheduled,"{'airport': 'East Midlands', 'timezone': 'Europe/London', 'iata': 'EMA', 'icao': 'EGNX', 'terminal': None, 'gate': None, 'delay': 10, 'scheduled': '2025-05-02T04:55:00+00:00', 'estimated': '2025-05-02T04:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Aldergrove International Airport', 'timezone': 'Europe/London', 'iata': 'BFS', 'icao': 'EGAA', 'terminal': 'N', 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T05:46:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'DHL Air', 'iata': 'D0', 'icao': 'DHK'}","{'number': '2506', 'iata': 'D02506', 'icao': 'DHK2506', 'codeshared': None}",,
2025-05-02,scheduled,"{'airport': 'Binaka', 'timezone': 'Asia/Jakarta', 'iata': 'GNS', 'icao': 'WIMB', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-05-02T11:50:00+00:00', 'estimated': '2025-05-02T11:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': None, 'timezone': None, 'iata': 'KNO', 'icao': 'WIMM', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T12:55:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Wings Air (Indonesia)', 'iata': 'IW', 'icao': 'WON'}","{'number': '1247', 'iata': 'IW1247', 'icao': 'WON1247', 'codeshared': None}",,
2025-05-02,scheduled,"{'airport': 'Barajas', 'timezone': 'Europe/Madrid', 'iata': 'MAD', 'icao': 'LEMD', 'terminal': '3', 'gate': 'E81', 'delay': 18, 'scheduled': '2025-05-02T06:45:00+00:00', 'estimated': '2025-05-02T06:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Vigo', 'timezone': 'Europe/Madrid', 'iata': 'VGO', 'icao': 'LEVX', 'terminal': 'T1', 'gate': None, 'baggage': '2', 'scheduled': '2025-05-02T07:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'KLM', 'iata': 'KL', 'icao': 'KLM'}","{'number': '3367', 'iata': 'KL3367', 'icao': 'KLM3367', 'codeshared': {'airline_name': 'air europa', 'airline_iata': 'ux', 'airline_icao': 'aea', 'flight_number': '7308', 'flight_iata': 'ux7308', 'flight_icao': 'aea7308'}}",,
2025-05-02,scheduled,"{'airport': 'Barajas', 'timezone': 'Europe/Madrid', 'iata': 'MAD', 'icao': 'LEMD', 'terminal': '3', 'gate': 'E81', 'delay': 18, 'scheduled': '2025-05-02T06:45:00+00:00', 'estimated': '2025-05-02T06:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Vigo', 'timezone': 'Europe/Madrid', 'iata': 'VGO', 'icao': 'LEVX', 'terminal': 'T1', 'gate': None, 'baggage': '2', 'scheduled': '2025-05-02T07:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Etihad Airways', 'iata': 'EY', 'icao': 'ETD'}","{'number': '7590', 'iata': 'EY7590', 'icao': 'ETD7590', 'codeshared': {'airline_name': 'air europa', 'airline_iata': 'ux', 'airline_icao': 'aea', 'flight_number': '7308', 'flight_iata': 'ux7308', 'flight_icao': 'aea7308'}}",,
2025-05-02,scheduled,"{'airport': 'Barajas', 'timezone': 'Europe/Madrid', 'iata': 'MAD', 'icao': 'LEMD', 'terminal': '3', 'gate': 'E81', 'delay': 18, 'scheduled': '2025-05-02T06:45:00+00:00', 'estimated': '2025-05-02T06:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Vigo', 'timezone': 'Europe/Madrid', 'iata': 'VGO', 'icao': 'LEVX', 'terminal': 'T1', 'gate': None, 'baggage': '2', 'scheduled': '2025-05-02T07:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Aeromexico', 'iata': 'AM', 'icao': 'AMX'}","{'number': '6942', 'iata': 'AM6942', 'icao': 'AMX6942', 'codeshared': {'airline_name': 'air europa', 'airline_iata': 'ux', 'airline_icao': 'aea', 'flight_number': '7308', 'flight_iata': 'ux7308', 'flight_icao': 'aea7308'}}",,
2025-05-02,scheduled,"{'airport': 'Barajas', 'timezone': 'Europe/Madrid', 'iata': 'MAD', 'icao': 'LEMD', 'terminal': '3', 'gate': 'E81', 'delay': 18, 'scheduled': '2025-05-02T06:45:00+00:00', 'estimated': '2025-05-02T06:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Vigo', 'timezone': 'Europe/Madrid', 'iata': 'VGO', 'icao': 'LEVX', 'terminal': 'T1', 'gate': None, 'baggage': '2', 'scheduled': '2025-05-02T07:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air France', 'iata': 'AF', 'icao': 'AFR'}","{'number': '4791', 'iata': 'AF4791', 'icao': 'AFR4791', 'codeshared': {'airline_name': 'air europa', 'airline_iata': 'ux', 'airline_icao': 'aea', 'flight_number': '7308', 'flight_iata': 'ux7308', 'flight_icao': 'aea7308'}}",,
2025-05-02,scheduled,"{'airport': 'Barajas', 'timezone': 'Europe/Madrid', 'iata': 'MAD', 'icao': 'LEMD', 'terminal': '2', 'gate': 'D163', 'delay': 13, 'scheduled': '2025-05-02T06:40:00+00:00', 'estimated': '2025-05-02T06:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'La Coruna', 'timezone': 'Europe/Madrid', 'iata': 'LCG', 'icao': 'LECO', 'terminal': '1', 'gate': None, 'baggage': '1', 'scheduled': '2025-05-02T07:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'KLM', 'iata': 'KL', 'icao': 'KLM'}","{'number': '3315', 'iata': 'KL3315', 'icao': 'KLM3315', 'codeshared': {'airline_name': 'air europa', 'airline_iata': 'ux', 'airline_icao': 'aea', 'flight_number': '7233', 'flight_iata': 'ux7233', 'flight_icao': 'aea7233'}}",,
2025-05-02,scheduled,"{'airport': 'Barajas', 'timezone': 'Europe/Madrid', 'iata': 'MAD', 'icao': 'LEMD', 'terminal': '2', 'gate': 'D163', 'delay': 13, 'scheduled': '2025-05-02T06:40:00+00:00', 'estimated': '2025-05-02T06:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'La Coruna', 'timezone': 'Europe/Madrid', 'iata': 'LCG', 'icao': 'LECO', 'terminal': '1', 'gate': None, 'baggage': '1', 'scheduled': '2025-05-02T07:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Etihad Airways', 'iata': 'EY', 'icao': 'ETD'}","{'number': '7562', 'iata': 'EY7562', 'icao': 'ETD7562', 'codeshared': {'airline_name': 'air europa', 'airline_iata': 'ux', 'airline_icao': 'aea', 'flight_number': '7233', 'flight_iata': 'ux7233', 'flight_icao': 'aea7233'}}",,
2025-05-02,scheduled,"{'airport': 'Barajas', 'timezone': 'Europe/Madrid', 'iata': 'MAD', 'icao': 'LEMD', 'terminal': '2', 'gate': 'D163', 'delay': 13, 'scheduled': '2025-05-02T06:40:00+00:00', 'estimated': '2025-05-02T06:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'La Coruna', 'timezone': 'Europe/Madrid', 'iata': 'LCG', 'icao': 'LECO', 'terminal': '1', 'gate': None, 'baggage': '1', 'scheduled': '2025-05-02T07:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Delta Air Lines', 'iata': 'DL', 'icao': 'DAL'}","{'number': '6762', 'iata': 'DL6762', 'icao': 'DAL6762', 'codeshared': {'airline_name': 'air europa', 'airline_iata': 'ux', 'airline_icao': 'aea', 'flight_number': '7233', 'flight_iata': 'ux7233', 'flight_icao': 'aea7233'}}",,
2025-05-02,scheduled,"{'airport': 'Barajas', 'timezone': 'Europe/Madrid', 'iata': 'MAD', 'icao': 'LEMD', 'terminal': '2', 'gate': 'D163', 'delay': 13, 'scheduled': '2025-05-02T06:40:00+00:00', 'estimated': '2025-05-02T06:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'La Coruna', 'timezone': 'Europe/Madrid', 'iata': 'LCG', 'icao': 'LECO', 'terminal': '1', 'gate': None, 'baggage': '1', 'scheduled': '2025-05-02T07:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Aeromexico', 'iata': 'AM', 'icao': 'AMX'}","{'number': '6906', 'iata': 'AM6906', 'icao': 'AMX6906', 'codeshared': {'airline_name': 'air europa', 'airline_iata': 'ux', 'airline_icao': 'aea', 'flight_number': '7233', 'flight_iata': 'ux7233', 'flight_icao': 'aea7233'}}",,
2025-05-02,scheduled,"{'airport': 'Barajas', 'timezone': 'Europe/Madrid', 'iata': 'MAD', 'icao': 'LEMD', 'terminal': '2', 'gate': 'D163', 'delay': 13, 'scheduled': '2025-05-02T06:40:00+00:00', 'estimated': '2025-05-02T06:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'La Coruna', 'timezone': 'Europe/Madrid', 'iata': 'LCG', 'icao': 'LECO', 'terminal': '1', 'gate': None, 'baggage': '1', 'scheduled': '2025-05-02T07:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air France', 'iata': 'AF', 'icao': 'AFR'}","{'number': '4833', 'iata': 'AF4833', 'icao': 'AFR4833', 'codeshared': {'airline_name': 'air europa', 'airline_iata': 'ux', 'airline_icao': 'aea', 'flight_number': '7233', 'flight_iata': 'ux7233', 'flight_icao': 'aea7233'}}",,
2025-05-02,scheduled,"{'airport': 'Barajas', 'timezone': 'Europe/Madrid', 'iata': 'MAD', 'icao': 'LEMD', 'terminal': '3', 'gate': 'E73', 'delay': None, 'scheduled': '2025-05-02T06:35:00+00:00', 'estimated': '2025-05-02T06:35:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Pablo Ruiz Picasso', 'timezone': 'Europe/Madrid', 'iata': 'AGP', 'icao': 'LEMG', 'terminal': None, 'gate': None, 'baggage': '36', 'scheduled': '2025-05-02T07:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Etihad Airways', 'iata': 'EY', 'icao': 'ETD'}","{'number': '7536', 'iata': 'EY7536', 'icao': 'ETD7536', 'codeshared': {'airline_name': 'air europa', 'airline_iata': 'ux', 'airline_icao': 'aea', 'flight_number': '5035', 'flight_iata': 'ux5035', 'flight_icao': 'aea5035'}}",,
2025-05-02,scheduled,"{'airport': 'Barajas', 'timezone': 'Europe/Madrid', 'iata': 'MAD', 'icao': 'LEMD', 'terminal': '3', 'gate': 'E73', 'delay': None, 'scheduled': '2025-05-02T06:35:00+00:00', 'estimated': '2025-05-02T06:35:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Pablo Ruiz Picasso', 'timezone': 'Europe/Madrid', 'iata': 'AGP', 'icao': 'LEMG', 'terminal': None, 'gate': None, 'baggage': '36', 'scheduled': '2025-05-02T07:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Aeromexico', 'iata': 'AM', 'icao': 'AMX'}","{'number': '6841', 'iata': 'AM6841', 'icao': 'AMX6841', 'codeshared': {'airline_name': 'air europa', 'airline_iata': 'ux', 'airline_icao': 'aea', 'flight_number': '5035', 'flight_iata': 'ux5035', 'flight_icao': 'aea5035'}}",,
2025-05-02,scheduled,"{'airport': 'Barajas', 'timezone': 'Europe/Madrid', 'iata': 'MAD', 'icao': 'LEMD', 'terminal': '3', 'gate': 'E83', 'delay': None, 'scheduled': '2025-05-02T06:35:00+00:00', 'estimated': '2025-05-02T06:35:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Francisco Sá Carneiro', 'timezone': 'Europe/Lisbon', 'iata': 'OPO', 'icao': 'LPPR', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T06:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Aeromexico', 'iata': 'AM', 'icao': 'AMX'}","{'number': '6908', 'iata': 'AM6908', 'icao': 'AMX6908', 'codeshared': {'airline_name': 'air europa', 'airline_iata': 'ux', 'airline_icao': 'aea', 'flight_number': '1147', 'flight_iata': 'ux1147', 'flight_icao': 'aea1147'}}",,
2025-05-02,scheduled,"{'airport': 'Barajas', 'timezone': 'Europe/Madrid', 'iata': 'MAD', 'icao': 'LEMD', 'terminal': '2', 'gate': 'C50', 'delay': None, 'scheduled': '2025-05-02T06:30:00+00:00', 'estimated': '2025-05-02T06:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Bilbao', 'timezone': 'Europe/Madrid', 'iata': 'BIO', 'icao': 'LEBB', 'terminal': 'O', 'gate': None, 'baggage': '5', 'scheduled': '2025-05-02T07:35:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'KLM', 'iata': 'KL', 'icao': 'KLM'}","{'number': '3330', 'iata': 'KL3330', 'icao': 'KLM3330', 'codeshared': {'airline_name': 'air europa', 'airline_iata': 'ux', 'airline_icao': 'aea', 'flight_number': '7161', 'flight_iata': 'ux7161', 'flight_icao': 'aea7161'}}",,
2025-05-02,scheduled,"{'airport': 'Barajas', 'timezone': 'Europe/Madrid', 'iata': 'MAD', 'icao': 'LEMD', 'terminal': '2', 'gate': 'C50', 'delay': None, 'scheduled': '2025-05-02T06:30:00+00:00', 'estimated': '2025-05-02T06:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Bilbao', 'timezone': 'Europe/Madrid', 'iata': 'BIO', 'icao': 'LEBB', 'terminal': 'O', 'gate': None, 'baggage': '5', 'scheduled': '2025-05-02T07:35:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Etihad Airways', 'iata': 'EY', 'icao': 'ETD'}","{'number': '7547', 'iata': 'EY7547', 'icao': 'ETD7547', 'codeshared': {'airline_name': 'air europa', 'airline_iata': 'ux', 'airline_icao': 'aea', 'flight_number': '7161', 'flight_iata': 'ux7161', 'flight_icao': 'aea7161'}}",,
2025-05-02,scheduled,"{'airport': 'Barajas', 'timezone': 'Europe/Madrid', 'iata': 'MAD', 'icao': 'LEMD', 'terminal': '2', 'gate': 'C50', 'delay': None, 'scheduled': '2025-05-02T06:30:00+00:00', 'estimated': '2025-05-02T06:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Bilbao', 'timezone': 'Europe/Madrid', 'iata': 'BIO', 'icao': 'LEBB', 'terminal': 'O', 'gate': None, 'baggage': '5', 'scheduled': '2025-05-02T07:35:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Aeromexico', 'iata': 'AM', 'icao': 'AMX'}","{'number': '6818', 'iata': 'AM6818', 'icao': 'AMX6818', 'codeshared': {'airline_name': 'air europa', 'airline_iata': 'ux', 'airline_icao': 'aea', 'flight_number': '7161', 'flight_iata': 'ux7161', 'flight_icao': 'aea7161'}}",,
2025-05-02,scheduled,"{'airport': 'Amami', 'timezone': 'Asia/Tokyo', 'iata': 'ASJ', 'icao': 'RJKA', 'terminal': None, 'gate': 'C', 'delay': None, 'scheduled': '2025-05-02T11:00:00+00:00', 'estimated': '2025-05-02T11:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Tokunoshima', 'timezone': 'Asia/Tokyo', 'iata': 'TKN', 'icao': 'RJKN', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T11:30:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Japan Airlines', 'iata': 'JL', 'icao': 'JAL'}","{'number': '3841', 'iata': 'JL3841', 'icao': 'JAL3841', 'codeshared': None}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '3', 'gate': '12', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '2', 'gate': 'A44', 'baggage': 'D1', 'scheduled': '2025-05-02T10:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'United Airlines', 'iata': 'UA', 'icao': 'UAL'}","{'number': '7405', 'iata': 'UA7405', 'icao': 'UAL7405', 'codeshared': {'airline_name': 'virgin australia', 'airline_iata': 'va', 'airline_icao': 'voz', 'flight_number': '827', 'flight_iata': 'va827', 'flight_icao': 'voz827'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '3', 'gate': '12', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '2', 'gate': 'A44', 'baggage': 'D1', 'scheduled': '2025-05-02T10:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Singapore Airlines', 'iata': 'SQ', 'icao': 'SIA'}","{'number': '6813', 'iata': 'SQ6813', 'icao': 'SIA6813', 'codeshared': {'airline_name': 'virgin australia', 'airline_iata': 'va', 'airline_icao': 'voz', 'flight_number': '827', 'flight_iata': 'va827', 'flight_icao': 'voz827'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '3', 'gate': '12', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '2', 'gate': 'A44', 'baggage': 'D1', 'scheduled': '2025-05-02T10:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Hawaiian Airlines', 'iata': 'HA', 'icao': 'HAL'}","{'number': '4101', 'iata': 'HA4101', 'icao': 'HAL4101', 'codeshared': {'airline_name': 'virgin australia', 'airline_iata': 'va', 'airline_icao': 'voz', 'flight_number': '827', 'flight_iata': 'va827', 'flight_icao': 'voz827'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '3', 'gate': '12', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '2', 'gate': 'A44', 'baggage': 'D1', 'scheduled': '2025-05-02T10:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Etihad Airways', 'iata': 'EY', 'icao': 'ETD'}","{'number': '6895', 'iata': 'EY6895', 'icao': 'ETD6895', 'codeshared': {'airline_name': 'virgin australia', 'airline_iata': 'va', 'airline_icao': 'voz', 'flight_number': '827', 'flight_iata': 'va827', 'flight_icao': 'voz827'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '1', 'gate': '8', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '3', 'gate': 'T3G', 'baggage': 'QFR', 'scheduled': '2025-05-02T10:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'American Airlines', 'iata': 'AA', 'icao': 'AAL'}","{'number': '7318', 'iata': 'AA7318', 'icao': 'AAL7318', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '426', 'flight_iata': 'qf426', 'flight_icao': 'qfa426'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '1', 'gate': '8', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '3', 'gate': 'T3G', 'baggage': 'QFR', 'scheduled': '2025-05-02T10:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'IndiGo', 'iata': '6E', 'icao': 'IGO'}","{'number': '4630', 'iata': '6E4630', 'icao': 'IGO4630', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '426', 'flight_iata': 'qf426', 'flight_icao': 'qfa426'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '1', 'gate': '8', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '3', 'gate': 'T3G', 'baggage': 'QFR', 'scheduled': '2025-05-02T10:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Cathay Pacific', 'iata': 'CX', 'icao': 'CPA'}","{'number': '9100', 'iata': 'CX9100', 'icao': 'CPA9100', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '426', 'flight_iata': 'qf426', 'flight_icao': 'qfa426'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '1', 'gate': '8', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '3', 'gate': 'T3G', 'baggage': 'QFR', 'scheduled': '2025-05-02T10:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'LATAM Airlines', 'iata': 'LA', 'icao': 'LAN'}","{'number': '4821', 'iata': 'LA4821', 'icao': 'LAN4821', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '426', 'flight_iata': 'qf426', 'flight_icao': 'qfa426'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '1', 'gate': '8', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '3', 'gate': 'T3G', 'baggage': 'QFR', 'scheduled': '2025-05-02T10:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air New Zealand', 'iata': 'NZ', 'icao': 'ANZ'}","{'number': '1826', 'iata': 'NZ1826', 'icao': 'ANZ1826', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '426', 'flight_iata': 'qf426', 'flight_icao': 'qfa426'}}",,
2025-05-02,active,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '1', 'gate': '8', 'delay': None, 'scheduled': '2025-05-02T09:00:00+00:00', 'estimated': '2025-05-02T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '3', 'gate': 'T3G', 'baggage': 'QFR', 'scheduled': '2025-05-02T10:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'China Southern Airlines', 'iata': 'CZ', 'icao': 'CSN'}","{'number': '7556', 'iata': 'CZ7556', 'icao': 'CSN7556', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '426', 'flight_iata': 'qf426', 'flight_icao': 'qfa426'}}",,
