flight_date,flight_status,departure,arrival,airline,flight,aircraft,live
2025-05-02,scheduled,"{'airport': 'Suvarnabhumi International', 'timezone': 'Asia/Bangkok', 'iata': 'BKK', 'icao': 'VTBS', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-05-02T08:25:00+00:00', 'estimated': '2025-05-02T08:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Taiwan Taoyuan International (Chiang Kai Shek International)', 'timezone': 'Asia/Taipei', 'iata': 'TPE', 'icao': 'RCTP', 'terminal': '1', 'gate': 'B4', 'baggage': '4', 'scheduled': '2025-05-02T13:05:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'EVA Air', 'iata': 'BR', 'icao': 'EVA'}","{'number': '2222', 'iata': 'BR2222', 'icao': 'EVA2222', 'codeshared': {'airline_name': 'thai airways international', 'airline_iata': 'tg', 'airline_icao': 'tha', 'flight_number': '632', 'flight_iata': 'tg632', 'flight_icao': 'tha632'}}",,
2025-05-02,scheduled,"{'airport': 'Ninoy Aquino International', 'timezone': 'Asia/Manila', 'iata': 'MNL', 'icao': 'RPLL', 'terminal': '1', 'gate': '1-39', 'delay': None, 'scheduled': '2025-05-02T10:35:00+00:00', 'estimated': '2025-05-02T10:35:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Taiwan Taoyuan International (Chiang Kai Shek International)', 'timezone': 'Asia/Taipei', 'iata': 'TPE', 'icao': 'RCTP', 'terminal': '1', 'gate': 'D1', 'baggage': '4', 'scheduled': '2025-05-02T12:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Philippine Airlines', 'iata': 'PR', 'icao': 'PAL'}","{'number': '3192', 'iata': 'PR3192', 'icao': 'PAL3192', 'codeshared': {'airline_name': 'china airlines', 'airline_iata': 'ci', 'airline_icao': 'cal', 'flight_number': '702', 'flight_iata': 'ci702', 'flight_icao': 'cal702'}}",,
2025-05-02,cancelled,"{'airport': 'Helsinki-vantaa', 'timezone': 'Europe/Helsinki', 'iata': 'HEL', 'icao': 'EFHK', 'terminal': None, 'gate': '211', 'delay': None, 'scheduled': '2025-05-02T08:05:00+00:00', 'estimated': '2025-05-02T08:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Geneve-cointrin', 'timezone': 'Europe/Zurich', 'iata': 'GVA', 'icao': 'LSGG', 'terminal': '1', 'gate': None, 'baggage': '2', 'scheduled': '2025-05-02T10:05:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Japan Airlines', 'iata': 'JL', 'icao': 'JTL'}","{'number': '9309', 'iata': 'JL9309', 'icao': 'JTL9309', 'codeshared': {'airline_name': 'finnair', 'airline_iata': 'ay', 'airline_icao': 'fin', 'flight_number': '1531', 'flight_iata': 'ay1531', 'flight_icao': 'fin1531'}}",,
2025-05-02,cancelled,"{'airport': 'Helsinki-vantaa', 'timezone': 'Europe/Helsinki', 'iata': 'HEL', 'icao': 'EFHK', 'terminal': None, 'gate': '211', 'delay': None, 'scheduled': '2025-05-02T08:05:00+00:00', 'estimated': '2025-05-02T08:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Geneve-cointrin', 'timezone': 'Europe/Zurich', 'iata': 'GVA', 'icao': 'LSGG', 'terminal': '1', 'gate': None, 'baggage': '2', 'scheduled': '2025-05-02T10:05:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Iberia', 'iata': 'IB', 'icao': 'IBE'}","{'number': '6437', 'iata': 'IB6437', 'icao': 'IBE6437', 'codeshared': {'airline_name': 'finnair', 'airline_iata': 'ay', 'airline_icao': 'fin', 'flight_number': '1531', 'flight_iata': 'ay1531', 'flight_icao': 'fin1531'}}",,
2025-05-02,cancelled,"{'airport': 'Helsinki-vantaa', 'timezone': 'Europe/Helsinki', 'iata': 'HEL', 'icao': 'EFHK', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-05-02T08:00:00+00:00', 'estimated': '2025-05-02T08:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Milano Malpensa', 'timezone': 'Europe/Rome', 'iata': 'MXP', 'icao': 'LIMC', 'terminal': '1', 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T10:05:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'TAP Air Portugal', 'iata': 'TP', 'icao': 'TAP'}","{'number': '8354', 'iata': 'TP8354', 'icao': 'TAP8354', 'codeshared': {'airline_name': 'finnair', 'airline_iata': 'ay', 'airline_icao': 'fin', 'flight_number': '1751', 'flight_iata': 'ay1751', 'flight_icao': 'fin1751'}}",,
2025-05-02,cancelled,"{'airport': 'Helsinki-vantaa', 'timezone': 'Europe/Helsinki', 'iata': 'HEL', 'icao': 'EFHK', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-05-02T08:00:00+00:00', 'estimated': '2025-05-02T08:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Milano Malpensa', 'timezone': 'Europe/Rome', 'iata': 'MXP', 'icao': 'LIMC', 'terminal': '1', 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T10:05:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Japan Airlines', 'iata': 'JL', 'icao': 'JTL'}","{'number': '9329', 'iata': 'JL9329', 'icao': 'JTL9329', 'codeshared': {'airline_name': 'finnair', 'airline_iata': 'ay', 'airline_icao': 'fin', 'flight_number': '1751', 'flight_iata': 'ay1751', 'flight_icao': 'fin1751'}}",,
2025-05-02,cancelled,"{'airport': 'Helsinki-vantaa', 'timezone': 'Europe/Helsinki', 'iata': 'HEL', 'icao': 'EFHK', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-05-02T08:00:00+00:00', 'estimated': '2025-05-02T08:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Milano Malpensa', 'timezone': 'Europe/Rome', 'iata': 'MXP', 'icao': 'LIMC', 'terminal': '1', 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T10:05:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Cathay Pacific', 'iata': 'CX', 'icao': 'CPA'}","{'number': '1460', 'iata': 'CX1460', 'icao': 'CPA1460', 'codeshared': {'airline_name': 'finnair', 'airline_iata': 'ay', 'airline_icao': 'fin', 'flight_number': '1751', 'flight_iata': 'ay1751', 'flight_icao': 'fin1751'}}",,
2025-05-02,cancelled,"{'airport': 'Helsinki-vantaa', 'timezone': 'Europe/Helsinki', 'iata': 'HEL', 'icao': 'EFHK', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-05-02T08:00:00+00:00', 'estimated': '2025-05-02T08:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Franz Josef Strauss', 'timezone': 'Europe/Berlin', 'iata': 'MUC', 'icao': 'EDDM', 'terminal': '1', 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T09:35:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Japan Airlines', 'iata': 'JL', 'icao': 'JTL'}","{'number': '9341', 'iata': 'JL9341', 'icao': 'JTL9341', 'codeshared': {'airline_name': 'finnair', 'airline_iata': 'ay', 'airline_icao': 'fin', 'flight_number': '1401', 'flight_iata': 'ay1401', 'flight_icao': 'fin1401'}}",,
2025-05-02,scheduled,"{'airport': 'Helsinki-vantaa', 'timezone': 'Europe/Helsinki', 'iata': 'HEL', 'icao': 'EFHK', 'terminal': None, 'gate': None, 'delay': 8, 'scheduled': '2025-05-02T07:00:00+00:00', 'estimated': '2025-05-02T07:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Oulu', 'timezone': 'Europe/Helsinki', 'iata': 'OUL', 'icao': 'EFOU', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T07:55:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Finnair', 'iata': 'AY', 'icao': 'FIN'}","{'number': None, 'iata': 'AY', 'icao': 'FIN', 'codeshared': None}",,
2025-05-02,scheduled,"{'airport': 'Don Muang', 'timezone': 'Asia/Bangkok', 'iata': 'DMK', 'icao': 'VTBD', 'terminal': '2', 'gate': '52', 'delay': 15, 'scheduled': '2025-05-02T09:15:00+00:00', 'estimated': '2025-05-02T09:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Chiang Mai International', 'timezone': 'Asia/Bangkok', 'iata': 'CNX', 'icao': 'VTCC', 'terminal': None, 'gate': '04D', 'baggage': '3', 'scheduled': '2025-05-02T10:30:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'AirAsia', 'iata': 'AK', 'icao': 'AXM'}","{'number': '3435', 'iata': 'AK3435', 'icao': 'AXM3435', 'codeshared': None}",,
2025-05-02,active,"{'airport': 'Tolmachevo', 'timezone': 'Asia/Novosibirsk', 'iata': 'OVB', 'icao': 'UNNT', 'terminal': None, 'gate': None, 'delay': 13, 'scheduled': '2025-05-02T05:10:00+00:00', 'estimated': '2025-05-02T05:10:00+00:00', 'actual': '2025-05-02T05:23:00+00:00', 'estimated_runway': '2025-05-02T05:23:00+00:00', 'actual_runway': '2025-05-02T05:23:00+00:00'}","{'airport': 'Krasnojarsk', 'timezone': 'Asia/Krasnoyarsk', 'iata': 'KJA', 'icao': 'UNKL', 'terminal': '1', 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T06:35:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Rossiya Airlines', 'iata': 'FV', 'icao': 'SDM'}","{'number': '6862', 'iata': 'FV6862', 'icao': 'SDM6862', 'codeshared': None}",,
2025-05-02,active,"{'airport': 'Wellington International', 'timezone': 'Pacific/Auckland', 'iata': 'WLG', 'icao': 'NZWN', 'terminal': None, 'gate': '3', 'delay': 8, 'scheduled': '2025-05-02T10:25:00+00:00', 'estimated': '2025-05-02T10:25:00+00:00', 'actual': '2025-05-02T10:32:00+00:00', 'estimated_runway': '2025-05-02T10:32:00+00:00', 'actual_runway': '2025-05-02T10:32:00+00:00'}","{'airport': 'Koromiko', 'timezone': 'Pacific/Auckland', 'iata': 'PCN', 'icao': 'NZOK', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-05-02T10:55:00+00:00', 'delay': 5, 'estimated': '2025-05-02T11:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Sounds Air', 'iata': 'S8', 'icao': 'SDA'}","{'number': '113', 'iata': 'S8113', 'icao': 'SDA113', 'codeshared': None}",,
2025-05-02,scheduled,"{'airport': 'Brussels Airport', 'timezone': 'Europe/Brussels', 'iata': 'BRU', 'icao': 'EBBR', 'terminal': None, 'gate': None, 'delay': 15, 'scheduled': '2025-05-02T06:05:00+00:00', 'estimated': '2025-05-02T06:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Alicante El Altet', 'timezone': 'Europe/Madrid', 'iata': 'ALC', 'icao': 'LEAL', 'terminal': None, 'gate': None, 'baggage': '9A', 'scheduled': '2025-05-02T08:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Bulgaria Air', 'iata': 'FB', 'icao': 'LZB'}","{'number': '1111', 'iata': 'FB1111', 'icao': 'LZB1111', 'codeshared': None}",,
